Videocon Mobile Phones,Mobile Phones,https://www.facebook.com/videoconmobile
Sony Mobile IN,Mobile Phones,https://www.facebook.com/sonymobilein
Microsoft Lumia IN,Mobile Phones,https://www.facebook.com/MicrosoftLumiaIn
HTC India,Mobile Phones,https://www.facebook.com/HTCIndia
Micromax,Mobile Phones,https://www.facebook.com/micromaxinfo
Karbonn Smart,Mobile Phones,https://www.facebook.com/KarbonnSmart
Lava Mobiles,Mobile Phones,https://www.facebook.com/lavamobiles
Gionee India,Mobile Phones,https://www.facebook.com/gionee.india
Intex,Mobile Phones,https://www.facebook.com/intexbrand
XOLO,Mobile Phones,https://www.facebook.com/MyXOLO
Samsung Mobile India,Mobile Phones,https://www.facebook.com/SamsungMobileIndia
Spice,Mobile Phones,https://www.facebook.com/SpiceMobiles
Oppo Mobile India,Mobile Phones,https://www.facebook.com/oppomobileindia
Peter England Official,Fashion/Lifestyle Brands,https://www.facebook.com/peterenglandofficial
Pantaloons,Fashion/Lifestyle Brands,https://www.facebook.com/pantaloons
Tanishq,Fashion/Lifestyle Brands,https://www.facebook.com/Tanishq
Wills Lifestyle Online,Fashion/Lifestyle Brands,https://www.facebook.com/willslifestyleonline
ITC John Players,Fashion/Lifestyle Brands,https://www.facebook.com/ITCJohnPlayers
Reebok India,Fashion/Lifestyle Brands,https://www.facebook.com/officialreebokindia
Monte Carlo Collections,Fashion/Lifestyle Brands,https://www.facebook.com/montecarlocollections
Raymond Limited,Fashion/Lifestyle Brands,https://www.facebook.com/RaymondLimited
Shopper Stop,Fashion/Lifestyle Brands,https://www.facebook.com/shoppersstopindia
Van Heusen,Fashion/Lifestyle Brands,https://www.facebook.com/pages/Van-Heusen
I Love Lakme,Fashion/Lifestyle Brands,https://www.facebook.com/lakme
Maybelline New York India,Fashion/Lifestyle Brands,https://www.facebook.com/maybellineindia
Revlon,Fashion/Lifestyle Brands,https://www.facebook.com/revlon
Oriflame,Fashion/Lifestyle Brands,https://www.facebook.com/oriflamein
PUMA,Fashion/Lifestyle Brands,https://www.facebook.com/PUMAIndia
JACK & JONES,Fashion/Lifestyle Brands,https://www.facebook.com/JackJonesIndia
Bata,Fashion/Lifestyle Brands,https://www.facebook.com/BataIndia
Levi's,Fashion/Lifestyle Brands,https://www.facebook.com/Levis.india
VERO MODA,Fashion/Lifestyle Brands,https://www.facebook.com/VeroModaIndia
Hidesign,Fashion/Lifestyle Brands,https://www.facebook.com/hidesign
Unilever,FMCG,https://www.facebook.com/HindustanUnileverLimited
Colgate,FMCG,https://www.facebook.com/Colgate
ArielCompleteIndia,FMCG,https://www.facebook.com/ArielCompleteIndia
Dettol India,FMCG,https://www.facebook.com/DettolIndia
Big Bazaar,FMCG,https://www.facebook.com/BigBazaar
Lux India,FMCG,https://www.facebook.com/LuxIndia
Dove India,FMCG,https://www.facebook.com/DoveIndia
Pepsodent India,FMCG,https://www.facebook.com/pepsodentindia
Nivea.in,FMCG,https://www.facebook.com/NIVEA.in
Vaseline IN,FMCG,https://www.facebook.com/VaselineIN
Lifebuoy India,FMCG,https://www.facebook.com/LifebuoyIndia
Sunsilk,FMCG,https://www.facebook.com/Sunsilk
Parachute Advanced,FMCG,https://www.facebook.com/ParachuteAdvansed
Garnier India,FMCG,https://www.facebook.com/GarnierIndia
AMUL,FMCG,https://www.facebook.com/amul.coop
Pepsi,FMCG,https://www.facebook.com/PepsiIndia
Coca Cola,FMCG,https://www.facebook.com/cocacolaindia
Nestle,FMCG,https://www.facebook.com/Nestle.India
Frooti,FMCG,https://www.facebook.com/frooti
Kissan India,FMCG,https://www.facebook.com/Kissanindia
Cadbury,FMCG,https://www.facebook.com/cadburydairymilkindia
Gillette India,FMCG,https://www.facebook.com/GilletteIndia
Happy Dent White,FMCG,https://www.facebook.com/happydentindia
Old Spice India,FMCG,https://www.facebook.com/oldspiceindia
Surf Excel India,FMCG,https://www.facebook.com/surfexcelindia
Kingfisher,Liquor,https://www.facebook.com/kingfisherworld
Mc Donalds,Food/Drink,https://www.facebook.com/McDonaldsIndia
Cafe Coffe Day,Food/Drink,https://www.facebook.com/cafecoffeeday
KFC,Food/Drink,https://www.facebook.com/KFCIndia
Pizza Hut,Food/Drink,https://www.facebook.com/pizzahutindia
Taco Bell,Food/Drink,https://www.facebook.com/tacobellindia
Domino's Pizza India,Food/Drink,https://www.facebook.com/dominospizzaindia
Thumsup fan,Food/Drink,https://www.facebook.com/thumsupfan
Mountain dew India,Food/Drink,https://www.facebook.com/mountaindewindia
Sprite,Food/Drink,https://www.facebook.com/Sprite
Fanta India,Food/Drink,https://www.facebook.com/FantaIndia
Burger Kinf India,Food/Drink,https://www.facebook.com/burgerkingindia
Mad Over Donuts,Food/Drink,https://www.facebook.com/madoverdonuts
Urzza,Food/Drink,https://www.facebook.com/pages/Urzza/1618257975067307
Dunkin India,Food/Drink,https://www.facebook.com/dunkinindia
Starbucks India,Food/Drink,https://www.facebook.com/starbucksindia
Subway India,Food/Drink,https://www.facebook.com/SubwayIndia
Kwality Walls India,Food/Drink,https://www.facebook.com/kwalitywallsindia
Mother Dairy,Food/Drink,https://www.facebook.com/MotherDairy
Baskin Robbins In,Food/Drink,https://www.facebook.com/BaskinRobbinsIn
Lays India,Food/Drink,https://www.facebook.com/laysindia
Kurkure,Food/Drink,https://www.facebook.com/Kurkure
Bingo Snacks,Food/Drink,https://www.facebook.com/BingoSnacks
McVities India,Food/Drink,https://www.facebook.com/McVitiesIndia
Parle G,Food/Drink,https://www.facebook.com/parleg
KitKat India,Food/Drink,https://www.facebook.com/KitKatIndia
Cadbury 5 star,Food/Drink,https://www.facebook.com/cadbury5star
Nestle Munch India,Food/Drink,https://www.facebook.com/NestleMunchIndia
Meri maggi,Food/Drink,https://www.facebook.com/merimaggi
Sunfeast Yippee,Food/Drink,https://www.facebook.com/SunfeastYippee
Chings Secret,Food/Drink,https://www.facebook.com/chingssecret
Nescafe india,Food/Drink,https://www.facebook.com/NescafeIndia
Bru Coffe,Food/Drink,https://www.facebook.com/brucoffee
Red lable India,Food/Drink,https://www.facebook.com/RedLabelIndia
Tetley Green Tea,Food/Drink,https://www.facebook.com/TetleyGreenTea
Dark Fantasy Sunfeast,Food/Drink,https://www.facebook.com/DarkFantasySunfeast
Sunfeast Delishus,Food/Drink,https://www.facebook.com/SunfeastDelishus
Paper Boat Drinks,Food/Drink,https://www.facebook.com/paperboatdrinks
Barbeque Nation,Food/Drink,https://www.facebook.com/BarbequeNation
Aashirvaad ,Food/Drink,https://www.facebook.com/Aashirvaad
Scoop Whoop,Media/Publishing/Internet,https://www.facebook.com/Scoopwhoop
Buzz Feed India,Media/Publishing/Internet,https://www.facebook.com/BuzzFeedIndia
Story Pick,Media/Publishing/Internet,https://www.facebook.com/storypick
All India Bakchod,Media/Publishing/Internet,https://www.facebook.com/IndiaBakchod
The Viral Fever,Media/Publishing/Internet,https://www.facebook.com/sabqtiyapahai
Youth Ki Awaaz,Media/Publishing/Internet,https://www.facebook.com/youthkiawaaz
The Logical Indian,Media/Publishing/Internet,https://www.facebook.com/logical.indian
The Frustrated Indian,Media/Publishing/Internet,https://www.facebook.com/TheFrustratedIndian
Bhaksala,Media/Publishing/Internet,https://www.facebook.com/salabhak
Miss Malini,Media/Publishing/Internet,https://www.facebook.com/missmaliniblog
itimes,Media/Publishing/Internet,https://www.facebook.com/itimes.com
Speaking Tree,Media/Publishing/Internet,https://www.facebook.com/speakingtree
Times of India,Media/Publishing/Internet,https://www.facebook.com/TimesofIndia
Hindustan Times,Media/Publishing/Internet,https://www.facebook.com/hindustantimes
Navbharat Times,Media/Publishing/Internet,https://www.facebook.com/navbharattimes
Economic Times,Media/Publishing/Internet,https://www.facebook.com/EconomicTimes
Circle of Cricket,Media/Publishing/Internet,https://www.facebook.com/circleofcricket
Dainik Bhaskar,Media/Publishing/Internet,https://www.facebook.com/dainikbhaskar
Amar Ujala,Media/Publishing/Internet,https://www.facebook.com/Amarujala
DNA India,Media/Publishing/Internet,https://www.facebook.com/dnaindia
India Today,Media/Publishing/Internet,https://www.facebook.com/IndiaToday
Indian Express,Media/Publishing/Internet,https://www.facebook.com/indianexpress
The Hindu,Media/Publishing/Internet,https://www.facebook.com/thehindu
Dainik Jagran,Media/Publishing/Internet,https://www.facebook.com/dainikjagran
ZigWheels,Media/Publishing/Internet,https://www.facebook.com/zigwheels
Yahoo! India,Media/Publishing/Internet,https://www.facebook.com/yahooindia
Yash Raj Films,Entertainment,https://www.facebook.com/yrf
Rajshri Productions,Entertainment,https://www.facebook.com/rajshriproductions
Fox Star Studios - India,Entertainment,https://www.facebook.com/FoxStarIndia
UTV Motion Pictures,Entertainment,https://www.facebook.com/UTVMotionPictures
Dharma Productions,Entertainment,https://www.facebook.com/DharmaProductions
Balaji motion Pictures,Entertainment,https://www.facebook.com/Balajimotionpictures
Red Chillies Entertainment,Entertainment,https://www.facebook.com/RedChilliesEnt
Mukta Arts,Entertainment,https://www.facebook.com/MuktaArts
Tseries Music,Entertainment,https://www.facebook.com/tseriesmusic
Excel Entertainment,Entertainment,https://www.facebook.com/excelentertainment
Reliance Entertainment,Entertainment,https://www.facebook.com/RelianceEntertainment
Gaana,Entertainment,https://www.facebook.com/gaana.com
Hungama,Entertainment,https://www.facebook.com/Hungamacom
The Times Of India | Entertainment,Entertainment,https://www.facebook.com/TOIEntertain
Videocone D2H,Entertainment,https://www.facebook.com/videocond2h
